Municipio	cpos
LINARES DE RIOFRIO	37760
ALBERGUERIA DE HERGUIJUELA	37762
SAN MIGUEL DE VALERO	37763
VALERO DE LA SIERRA	37764
CASAS DE MONLEON	37765
DUEÑAS DE ARRIBA	37766
ALDEANUEVA DE CAMPOMOJADO	37767
FUENTERROBLE DE SALVATIERRA	37768
GUIJUELO	37770
GUIJO DE AVILA	37774
FRESNEDOSO	37775
NAVA DE BEJAR	37776
CABEZA DE BEJAR, LA	37777
CAMPILLO DE SALVATIERRA	37778
ALDEAVIEJA DE TORMES	37779
MAYA, LA	37780
GALINDUSTE	37785
ANDARROMERO	37786
PELAYOS	37787
AMATOS DE SALVATIERRA	37788
BELEÑA	37789
FUENTES DE BEJAR	37790
PEROMINGO	37791
FUENTEBUENA	37793
NAVALMORAL DE BEJAR	37794
BERROCAL DE SALVATIERRA	37795
ARAPILES	37796
ARROYO DE LA ENCINA, URBANIZACION	37797
BIZARRICAS, LAS, URBANIZACION	37798
BARDAL, EL, FINCA	37799
ALBA DE TORMES	37800
GARCIHERNANDEZ	37810
PEÑARANDILLA	37820
COCA DE ALBA	37830
TORDILLOS	37840
NAVA DE SOTROBAL	37850
HORCAJO MEDIANERO	37860
CHAGARCIA-MEDIANERO	37861
VALVERDE DE GONZALIAÑE	37862
ANAYA DE ALBA	37863
HERREZUELO	37864
LARRODRIGO	37865
ALDEASECA DE ALBA	37870
PEDROSILLO DE ALBA	37871
VALEROS	37873
AZUD DE VILLAGONZALO, CHALETS	37874
VALDECARROS	37881
NAVALES DE ALBA	37882
AMATOS DE ALBA	37890
CARTALA, FINCA	37891
ENCINAS DE ARRIBA	37892
CARPIO BERNARDO	37893
SANTA MARTA DE TORMES	37900
Santa Cruz de Tenerife	38001
Santa Cruz de Tenerife	38002
Santa Cruz de Tenerife	38003
Santa Cruz de Tenerife	38004
Santa Cruz de Tenerife	38005
Santa Cruz de Tenerife	38006
Santa Cruz de Tenerife	38007
Santa Cruz de Tenerife	38008
Santa Cruz de Tenerife	38009
Santa Cruz de Tenerife	38010
Santa Cruz de Tenerife	38070
Santa Cruz de Tenerife	38071
Santa Cruz de Tenerife	38080
APARTACAMINOS	38108
AÑAZA	38109
CENTRO MILITAR HOYA FRIA	38110
SAN ANDRES (SANTA CRUZ DE TENERIFE)	38120
ALMACIGA	38129
TAGANANA	38130
AFUR	38139
IGUESTE DE SAN ANDRES	38140
Santa Cruz de Tenerife	38150
BARRIO DE LA ALEGRIA	38160
CAMPITOS, LOS	38170
CUEVA BERMEJA	38180
CHORRILLO, EL	38190
Laguna, La	38200
Laguna, La	38201
Laguna, La	38202
Laguna, La	38203
Laguna, La	38204
Laguna, La	38205
Laguna, La	38206
Laguna, La	38207
Laguna, La	38208
PUNTA DEL HIDALGO	38240
BAJAMAR	38250
ARICO	38260
BARRIO DE LA PALMA	38270
BARRIO HOMICIAN	38279
CARMEN	38280
GOMERO, EL	38289
BARRERAS, LAS	38290
Laguna, La	38291
INFIERNO, EL	38292
Laguna, La	38293
BATAN DE ABAJO	38294
Laguna, La	38295
Laguna, La	38296
Laguna, La	38297
Laguna, La	38298
OROTAVA, LA	38300
ABEJERA, LA	38310
BLAS LUIS	38311
CAMINO SAUZO	38312
BARBUZANO	38313
CUEVAS, LAS, URBANIZACION	38314
AZA, LA	38315
Laguna, La	38320
LOMO DE LAS CASILLAS	38329
BOQUERON, EL	38330
CAMINO ALBORNOZ	38340
TACORONTE	38350
ABIERTAS, LAS	38355
BARRANCO DE SAN JUAN	38356
ADELANTADO, EL	38357
BARRIO TAGORO (TACORONTE)	38358
CAMINO REAL DE RAVELO	38359
AMARGURA	38360
ANGELES, LOS, URBANIZACION	38369
BENAVIDES	38370
CALETON, EL (TACORONTE)	38379
VICTORIA DE ACENTEJO, LA	38380
ACENTEJO	38389
CAMINO CALA	38390
CUESTA DE LA VILLA	38398
ACEQUIA	38399
PUERTO DE LA CRUZ	38400
REALEJO ALTO	38410
ALBORNOZ	38411
REALEJO BAJO	38412
CARTAYA, LA	38413
ANDEN, EL	38414
LLANADAS	38415
BARRANCO GODINEZ	38416
BURGADO, EL	38417
LONGUERA	38418
CARRERA, LA	38419
SAN JUAN DE LA RAMBLA	38420
QUEVEDOS, LOS	38428
AGUAS, LAS	38429
ICOD	38430
BELMONTE BAJO	38434
CASTRAS, LAS	38435
SANTIAGO DEL TEIDE	38436
BUEN PASO	38437
AMPARO, EL	38438
CAÑAS, LAS	38439
CRUZ DEL BREZO	38440
COMENITAS, LAS	38449
GARACHICO	38450
CORONELA, LA	38458
GENOVES	38459
CALETA DE INTERIAN, LA	38460
SILOS, LOS	38470
BARRIO DE SAN JOSE ALTO	38479
BUENAVISTA DEL NORTE	38480
CARRIZALES, LOS	38489
GUIMAR	38500
PUERTITO DE GUIMAR, EL	38508
AROBA	38509
BARRANCO HONDO	38510
CALETILLAS, LAS	38520
CANDELARIA	38530
ARAYA	38540
ARAFO	38550
MEDIDA, LA	38560
ERAS, LAS (FASNIA)	38570
SABINA ALTA	38579
ARICO, DE, VILLA	38580
CASABLANCA (PORIS)	38588
ARICO EL NUEVO	38589
LOMO DE MENA	38590
ESCOBONAL, EL	38591
ERAS, LAS (ARICO)	38592
RIO DE ARICO, EL	38593
BARRIO LAS ARENAS (ARICO)	38594
CHAFIRAS, LAS (ARICO)	38595
GRANADILLA	38600
AEROPUERTO REINA SOFIA (SANTA CRUZ DE TENERIFE)	38610
SAN ISIDRO DE ABONA	38611
MEDANO, EL	38612
VILAFLOR	38613
ESCALONA, LA	38614
IFONCHE	38615
BARRANCOS, LOS	38616
ATOGO	38617
SAN MIGUEL DE ABONA	38620
BARRANCO OSCURO	38626
ALMACIGO	38627
ALDEA BLANCA	38628
ASOMADA ALTA	38629
COSTA DEL SILENCIO	38630
GALLETAS, LAS	38631
ABRIGOS, LOS	38639
ARONA	38640
CASAS, LAS (SAN MIGUEL)	38649
PLAYA DE LOS CRISTIANOS	38650
AMERICAS, DE LAS, PLAYA	38660
ADEJE	38670
CONCEPCION, LA	38677
ARMEÑIME	38678
BARRIADA DE FYFFES	38679
GUIA DE ISORA	38680
ACANTILADO DE LOS GIGANTES	38683
TAMAIMO (GUIA DE ISORA)	38684
TEJINA DE ISORA	38685
ALCALA	38686
ABAMA	38687
ACOJEJA	38688
ARGUAYO	38689
SANTA CRUZ DE LA PALMA	38700
BREÑA ALTA	38710
POLVACERA, LA	38711
CANCAJOS, LOS	38712
ALAMOS, LOS (SANTA CRUZ DE LA PALMA)	38713
BRASIL	38714
BAJAMAR (BELHOCO)	38715
SAN ANDRES Y SAUCES	38720
BARLOVENTO	38726
CABEZADAS ALTAS	38727
FRANCESES, LOS	38728
BERMUDEZ	38729
MAZO	38730
AEROPUERTO DE LA PALMA	38738
LODERO	38739
FUENCALIENTE	38740
CALETAS, LAS (FUENCALITE)	38749
PASO, EL	38750
BARRIAL DE ABAJO	38758
BARROS	38759
LLANOS DE ARIDANE	38760
ARGUAL DE ABAJO	38767
BARROS (LOS LLANOS)	38768
CASA DE LA BOMBILLA	38769
TAZACORTE	38770
ALGODONERO	38779
TIJARAFE	38780
GARAFIA	38787
CASTILLO, EL (TIJARAFE)	38788
AGUATAVAR	38789
SAN SEBASTIAN GOMERA	38800
SANTIAGO, DE, PLAYA	38810
BARRANCO DE SANTIAGO	38811
ALAJERO	38812
ANTONCOJO	38813
HERMIGUA	38820
CABEZADAS DE ABAJO	38829
AGULO	38830
VALLEHERMOSO	38840
BANDA DE LAS ROSAS	38849
ARGUAMUL	38850
ALOJERA	38852
ARGUAYODA	38860
APARTADERO	38869
VALLE GRAN REY	38870
CASA DE LA SEDA	38879
ACEVIÑOS, LOS	38890
LAJA, LA	38891
ACARDECE	38892
VALVERDE DEL HIERRO	38900
AEROPUERTO DE HIERRO	38910
FRONTERA	38911
SABINOSA	38912
TIGADAY	38913
CASAS, LAS	38914
AZOFA	38915
ERESE	38916
Santander	39001
Santander	39002
Santander	39003
Santander	39004
Santander	39005
Santander	39006
Santander	39007
Santander	39008
Santander	39009
Santander	39010
Santander	39011
Santander	39012
Santander	39070
Santander	39071
Santander	39080
SANTA CRUZ DE BEZANA	39100
AZOÑOS	39108
SANCIBRIAN (SOTO DE LA MARINA)	39110
LIENCRES	39120
ELECHAS	39130
SOMO	39140
CARRIAZO (RIBAMONTAN AL MAR)	39150
GALIZANO	39160
AJO	39170
NOJA	39180
GUEMES	39191
SAN BARTOLOME (MERUELO)	39192
ALVAREO, EL	39193
ARNUERO	39195
ANCILLO	39197
MATAMOROSA	39200
ABIADA	39210
ARADILLOS	39212
AGUILERA, LA	39213
ARANTIONES	39220
POBLACION DE ABAJO	39230
ALLEN DEL HOYO	39232
BASCONES DE EBRO (PALENCIA)	39250
ALDUESO	39292
CORCONTE	39294
BARREDA (TORRELAVEGA)	39300
GORNAZO	39310
BARQUERA, LA	39311
REQUEJADA	39312
BARRIO OBRERO (POLANCO)	39313
QUEVEDA	39314
VIERNOLES	39315
BARCENA DE CUDON	39318
COBRECES	39320
TOÑANES	39329
SANTILLANA DEL MAR	39330
SUANCES	39340
CORTIGUERA	39350
ARROYO (SANTILLANA DEL MAR)	39360
CORRALES DE BUELNA, LOS	39400
COLLADO (CIEZA)	39407
BARROS	39408
BARCENA, LA (SAN FELICES BUELNA)	39409
MATAPORQUERA	39410
BARRIOPALACIO (VALDEOLEA)	39418
BARCENA DE EBRO	39419
BARCENA PIE DE CONCHA	39420
ARCA	39430
CASARES	39438
ARENAS DE IGUÑA	39450
BARRIOPALACIO (ANIEVAS)	39451
CALDAS DE BESAYA, LAS	39460
RENEDO DE PIELAGOS	39470
BARCENILLA DE PIELAGOS	39477
ARCE	39478
CARANDIA	39479
LANTUENO	39490
CAÑEDA	39491
CABEZON DE LA SAL	39500
BUSTABLADO (CABEZON DE LA SAL)	39507
CABROJO (CABEZON DE LA SAL)	39509
SOPEÑA (CABUERNIGA)	39510
RENEDO DE CABUERNIGA	39511
BARCENILLAS (RUENTE)	39513
SAJA	39517
BARCENAMAYOR	39518
COMILLAS	39520
BARCENA (ALFOZ)	39525
CIGÜENZA	39526
CASASOLA (RUILOBA)	39527
CARA	39528
MIJARES	39530
HELGUERA (REOCIN)	39538
CERRAZO	39539
SAN VICENTE DE LA BARQUERA	39540
LLAOS, LOS	39547
PESUES	39548
ABANILLAS	39549
BIELVA	39550
CABANZON	39551
ARENAS (RIONANSA)	39553
OBESO	39554
LASTRA, LA (TUDANCA)	39555
LAGUNA, LA	39556
BELMONTE	39557
CABROJO (RIONANSA)	39558
COSIO	39559
UNQUERA	39560
HELGUERAS	39569
POTES	39570
ANIEZO	39571
AVELLANEDO	39572
COS, LOS	39573
CUEVA (PESAGUERO)	39574
BARAGO	39575
ARROYO, EL	39577
BEJES	39580
AREÑOS	39582
CASTRO-CILLORIGO	39583
ALIEZO	39584
ARGUEBANES	39586
BARO	39587
ESPINAMA	39588
BARCENACIONES	39590
CARANCEJA	39591
ANSAR, EL	39592
ARENAS, LAS	39593
CAMIJANES	39594
CAVIÑA	39595
MALIAÑO	39600
CACICEDO	39608
CAMARGO	39609
ASTILLERO	39610
GUARNIZO	39611
CIANCA	39612
BOO DE GUARNIZO	39613
PONTEJOS	39618
SAN SALVADOR (MEDIO CUDEYO)	39619
SARON	39620
ABADILLA, LA	39626
ARENAL DE PENAGOS, EL	39627
PENILLA (VILLAFUFRE)	39630
ESCOBEDO DE VILLAFUFRE	39638
ABIONZO	39639
VILLACARRIEDO	39640
ALOÑOS	39649
CUEVA, LA	39650
CASTAÑEDA	39660
AES	39670
PRESILLAS, LAS	39679
ALCEDA	39680
BOLLACIN	39681
ENTRAMBASMESTAS	39682
ALDANO	39683
CANDOLIAS	39685
BUSTALEGUIN	39686
CARRASCAL DE COCEJON	39687
BUSTASUR (LUENA)	39688
BARCENA DE TORANZO	39689
CONCHA, LA (VILLAESCU)	39690
IRUZ	39691
LIAÑO	39692
ESLES	39694
BUSTANTEGUA	39696
PRASES	39697
ACEREDA	39698
BORLEÑA	39699
CASTRO URDIALES	39700
BALTEZANA	39706
OTAÑES	39707
MIOÑO	39709
SOLARES	39710
ENTRAMBASAGUAS	39715
BOSQUE, EL	39716
ANAZ	39718
AGÜERO	39719
BARRIO DE ARRIBA (RIOTUERTO)	39720
LIERGANES	39722
CANTOLLA, LA	39723
CECEÑAS	39724
ANGUSTINA (LIERGANES)	39727
AJANEDO	39728
BERANGA	39730
FRESNEDO (SOLORZANO)	39738
SANTOÑA	39740
DUESO	39749
CALLEJO, EL	39750
COZ DE MONTE	39760
ADAL	39761
CARASA	39762
BADAMES	39764
BUERAS	39766
LAREDO	39770
HAZAS (LIENDO)	39776
ARENOSA, LA	39777
SEÑA	39778
ADINO	39780
ANGOSTINA	39788
BAO, EL	39790
AMBROSERO	39791
GAJANO	39792
CUBAS	39793
ANERO	39794
BARANDA	39795
ALLENDELAGUA	39798
RAMALES DE LA VICTORIA	39800
CALERA, LA (VIZCAYA)	39805
AJA	39806
INCEDO DE SOBA	39808
BARCENA (GIBAJA)	39809
MATIENZO	39812
ALISAS (RAMALES)	39813
RIVA DE RUESGA	39815
LIMPIAS	39820
AMPUERO	39840
AHEDO (AMPUERO)	39849
BULCO	39850
CASAVIEJA (RASINES)	39860
AGÜERA DE TRUCIOS	39880
Segovia	40001
Segovia	40002
Segovia	40003
Segovia	40004
Segovia	40005
Segovia	40006
Segovia	40070
Segovia	40071
Segovia	40080
SAN ILDEFONSO O LA GRANJA	40100
VALSAIN	40109
GARCILLAN	40120
ANAYA	40121
PASCUALES	40122
ARAGONESES	40123
JUARROS DE RIOMOROS	40130
REDONDA EL NUEVO	40132
MARAZUELA	40133
ETREROS	40134
JEMENUÑO	40135
HOYUELOS	40136
VALVERDE DEL MAJANO	40140
ABADES	40141
CASERIO DE ALLAS	40142
PARRACES	40143
BERCIAL	40144
ACEDOS, DE, CASERIO	40145
LABAJOS	40146
VILLACASTIN	40150
ITUERO Y LAMA	40151
ZARZUELA DEL MONTE	40152
ALDEALLANA	40153
ABADEJOS	40154
ALDEHUELA (TORRECABALLEROS)	40160
NAVAFRIA	40161
ALDEALENGUA DE PEDRAZA	40162
CAÑICOSA	40163
ARCONCILLOS	40164
CASAS ALTAS	40165
COLLADO HERMOSO	40170
CHAVIDA	40171
PEDRAZA	40172
ARAHUETES	40173
BERZAL	40174
MATILLA, LA	40175
ALAMEDA (OREJANA)	40176
BASARDILLA	40180
ALDEASAZ DE LA CUESTA	40181
CABALLAR	40182
MUÑOVEROS	40183
PAJARES DE PEDRAZA	40184
AREVALILLO DE CEGA	40185
BERNUY DE PORREROS	40190
ESPIRDO	40191
ADRADA DE PIRON	40192
PARQUE DE ROBLEDO	40193
PALAZUELOS DE ERESMA	40194
HONTORIA	40195
LASTRILLA, LA	40196
SAN CRISTOBAL DE SEGOVIA	40197
CUELLAR	40200
ESCARABAJOSA DE CUELLAR	40210
TORREGUTIERREZ	40211
SAN CRISTOBAL DE CUELLAR	40212
VALLELADO	40213
MATA DE CUELLAR	40214
ARROYO DE CUELLAR	40215
CHAÑE	40216
FRESNEDA DE CUELLAR	40217
FUENTE EL OLMO DE ISCAR	40218
VILLAVERDE DE ISCAR	40219
OLOMBRADA	40220
DEHESA DE CUELLAR	40230
LOVINGOS	40231
FUENTES DE CUELLAR	40232
MORALEJA DE CUELLAR	40233
MEMBIBRE DE LA HOZ	40234
ALDEASOÑA	40235
LAGUNA DE CONTRERAS	40236
SACRAMENIA	40237
COTO DE SAN BERNARDO	40238
CUEVAS DE PROVANCO	40239
GOMEZSERRACIN	40240
CHATUN	40241
CAMPO DE CUELLAR	40242
MOZONCILLO	40250
FUENTEPELAYO	40260
CARBONERO EL MAYOR	40270
NAVALMANZANO	40280
RODA DE ERESMA	40290
ESCARABAJOSA DE CABEZAS	40291
ALDEA REAL	40292
ZARZUELA DEL PINAR	40293
PINARNEGRILLO	40294
MUDRIAN	40295
PINAREJOS	40296
SANCHONUÑO	40297
FRUMALES	40298
HENAR, EL	40299
SEPULVEDA	40300
CABRERIZOS	40310
ALAMEDA (SOTILLO)	40311
CORRAL DE DURATON	40312
TORREADRADA	40313
FUENTESOTO	40314
CASTRO DE FUENTIDUEÑA	40315
ALDEHUELA (HINOJOSAS)	40317
CASTILLO DE CASTILNOVO	40318
CANTALEJO	40320
FUENTERREBOLLO	40330
BURGOMILLODO	40331
COBOS DE FUENTIDUEÑA	40332
AGUILAFUENTE	40340
ESCALONA DEL PRADO	40350
SAUQUILLO DE CABEZAS	40351
LASTRAS DE CUELLAR	40352
HONTALBILLA	40353
ADRADOS	40354
FUENTESAUCO DE FUENTIDUEÑA	40355
CALABAZAS DE FUENTIDUEÑA	40356
FUENTIDUEÑA	40357
FUENTEPIÑEL	40358
FUENTE EL OLMO DE FUENTIDUEÑA	40359
CANTIMPALOS	40360
TUREGANO	40370
ALDEONSANCHO	40380
ALDEALAFUENTE	40389
VALSECA	40390
ENCINILLAS	40391
CABAÑAS DE POLENDOS	40392
ESCOBAR DE POLENDOS	40393
OTONES DE BENJUMEA	40394
VEGANZONES	40395
CABEZUELA	40396
ARANGUREN	40400
COTO DE SAN ISIDRO	40408
BATANEJOS	40409
SAN RAFAEL	40410
ALTO DE LOS LEONES	40419
LINDARAJA	40420
ORTIGOSA DEL MONTE	40421
OTERO DE HERREROS	40422
GUIJASALBAS	40423
ANGELES DE SAN RAFAEL, LOS	40424
BERNARDOS	40430
SANTA MARIA LA REAL DE NIEVA	40440
MIGUELAÑEZ	40441
SAMBOAL	40442
NARROS DE CUELLAR	40443
MELQUE DE CERCOS	40444
JUARROS DE VOLTOYA	40445
MARTIN MUÑOZ DE LAS POSADAS	40446
NIEVA	40447
BALISA	40449
NAVA DE LA ASUNCION	40450
BERNUY DE COCA	40460
MORALEJA DE COCA	40461
ALDEANUEVA DEL CODONAL	40462
CODORNIZ	40463
MONTUENGA	40464
SAN CRISTOBAL DE LA VEGA	40465
MARTIN MUÑOZ DE LA DEHESA	40466
TOLOCIRIO	40467
MONTEJO DE AREVALO	40468
DONHIERRO	40469
NAVAS DE ORO	40470
COCA	40480
HONTANARES DE ERESMA	40490
AHUSIN	40491
AÑE	40492
YANGUAS DE ERESMA	40493
ARMUÑA	40494
DOMINGO GARCIA	40495
CIRUELOS DE COCA	40496
RIAZA	40500
ALQUITE	40510
GRADO DEL PICO	40512
ALDEALAZARO	40513
ESTEBANVELA	40514
RIOFRIO DE RIAZA	40515
FRESNO DE CANTESPINO	40516
ALDEANUEVA DEL MONTE	40517
CASCAJARES	40518
AYLLON	40520
ALCONADA DE MADERUELO	40529
BARBOLLA	40530
ALDEONTE	40531
ALDEANUEVA DE LA SERREZUELA	40532
ALDEHORNO	40533
CARABIAS	40540
HONRUBIA DE LA CUESTA	40541
MONTEJO DE LA VEGA DE LA SERRE	40542
BERCIMUEL	40550
CAMPO DE SAN PEDRO	40551
FUENTEMIZARRA	40552
VALDEVARNES	40553
CASAS DE MALUQUE	40554
ALDEALENGUA DE SANTA MARIA	40555
LANGUILLA	40556
BOCEGUILLAS	40560
PAJAREJOS	40567
ALDEANUEVA DEL CAMPANARIO	40568
GRAJERA	40569
CASLA	40590
CEREZO DE ABAJO	40591
CEREZO DE ARRIBA	40592
CASTILLEJO DE MESLEON	40593
SANTA MARIA DE RIAZA	40594
Sevilla	41001
Sevilla	41002
Sevilla	41003
Sevilla	41004
Sevilla	41005
Sevilla	41006
Sevilla	41007
Sevilla	41008
Sevilla	41009
Sevilla	41010
Sevilla	41011
Sevilla	41012
Sevilla	41013
Sevilla	41014
Sevilla	41015
Sevilla	41016
Sevilla	41017
Sevilla	41018
Sevilla	41019
Sevilla	41020
Sevilla	41070
Sevilla	41071
Sevilla	41080
MONTEQUINTO	41089
Sevilla	41092
CARCHENA	41100
BOLLULLOS DE LA MITACION	41110
ALMENSILLA	41111
GELVES	41120
POBLADO DE COLINAS	41130
ISLA MAYOR	41140
ALFONSO XIII	41150
ALCALA DEL RIO	41200
ESQUIVEL	41209
GUILLENA	41210
PAJANOSAS, LAS	41219
BURGUILLOS	41220
CASTILBLANCO DE LOS ARROYOS	41230
ALMADEN DE LA PLATA	41240
REAL DE LA JARA, EL	41250
POLIGONO INDUSTRIAL EL GORDILLO	41300
JARILLA, LA	41309
BRENES	41310
VILLAVERDE DEL RIO	41318
VIAR, EL	41319
CANTILLANA	41320
ROSALES, LOS	41330
GUADAJOZ	41339
TOCINA	41340
VILLANUEVA DEL RIO Y MINAS	41350
CARBONAL	41359
CAÑADAS DEL ROMERO	41360
CAZALLA DE LA SIERRA	41370
ALANIS	41380
SAN NICOLAS DEL PUERTO	41388
CERRO DEL HIERRO	41389
GUADALCANAL	41390
ECIJA	41400
CERRO PEREA	41409
CARMONA	41410
FUENTES DE ANDALUCIA	41420
CAMPANA, LA	41429
CAMPILLO, EL (LA LUISIANA)	41430
CAÑADA ROSAL	41439
ACEBUCHAL, EL (LORA DEL RIO)	41440
ALCOLEA DEL RIO	41449
CONSTANTINA	41450
NAVAS DE LAS CONCEPCION, LAS	41460
PEÑAFLOR	41470
PUEBLA DE LOS INFANTES, LA	41479
ACEBUCHAL, EL (ALCALA DE GUADAIRA)	41500
BENCARRON	41510
VISO DEL ALCOR	41520
MORON DE LA FRONTERA	41530
PUEBLA DE CAZALLA, LA	41540
AGUADULCE	41550
ALAMEDILLA	41560
LORA DE ESTEPA	41564
GILENA	41565
PEDRERA	41566
ACEÑUELAS, LAS	41567
RUBIO, EL	41568
MARINALEDA	41569
BADOLATOSA	41570
CASARICHE	41580
RODA DE ANDALUCIA, LA	41590
CORCOYA	41599
ARAHAL	41600
CALVARIO, EL	41610
MARCHENA	41620
LANTEJUELA, LA	41630
OSUNA	41640
SAUCEJO, EL	41650
CORRALES, LOS	41657
MARTIN DE LA JARA	41658
MEZQUITILLA, LA	41659
VILLANUEVA DE SAN JUAN	41660
ALGAMITAS	41661
PRUNA	41670
DOS HERMANAS	41700
BENCARRON (UTRERA)	41710
GUADALEMA DE LOS QUINTERO	41719
PALACIOS Y VILLAFRANCA, LOS	41720
MARIBAÑEZ	41727
ADRIANO	41728
SACRAMENTO	41729
CABEZAS DE SAN JUAN, LAS	41730
LEBRIJA	41740
CUERVO, EL	41749
MOLARES, LOS	41750
CORONIL, EL	41760
MONTELLANO	41770
CORIPE	41780
SANLUCAR LA MAYOR	41800
OLIVARES	41804
BENACAZON	41805
UMBRETE	41806
ESPARTINAS	41807
VILLANUEVA DEL ARISCAL	41808
ALBAIDA DEL ALJARAFE	41809
CASTILLEJA DEL CAMPO	41810
CARRION DE LOS CESPEDES	41820
HUEVAR DE ALJARAFE	41830
PILAS	41840
AZNALCAZAR	41849
VILLAMANRIQUE DE LA CONDESA	41850
GERENA	41860
AZNALCOLLAR	41870
HOYUELO, EL	41880
GARROBO, EL	41888
ALISAR, EL	41889
CASTILLO DE LAS GUARDAS, EL	41890
MADROÑO, EL	41897
ALAMO, EL (EL MADROÑO)	41898
ALCORNOCOSA, LA	41899
CAMAS	41900
VALENCINA DE LA CONCEPCION	41907
CASTILLEJA DE GUZMAN	41908
SALTERAS	41909
CARAMBOLO, EL	41910
SAN JUAN DE AZNALFARACHE	41920
MAIRENA DEL ALJARAFE	41927
PALOMARES DEL RIO	41928
BORMUJOS	41930
TOMARES	41940
CASTILLEJA DE LA CUESTA	41950
GINES	41960
SANTIPONCE	41970
ALGABA, LA	41980
ARAL, EL	41989
Soria	42001
Soria	42002
Soria	42003
Soria	42004
Soria	42005
Soria	42070
Soria	42071
Soria	42080
AGREDA	42100
ALDEHUELA DE AGREDA	42107
AÑAVIEJA	42108
OLVEGA	42110
ALDEALPOZO	42112
CASTILRUIZ	42113
GOMARA	42120
ALAMEDA, LA	42126
ABION	42127
BLIECOS	42128
ALMENAR	42130
ALBOCABE	42132
ALCONABA	42134
BOROBIA	42138
SAN LEONARDO DE YAGUE	42140
ARGANZA	42141
ESPEJA DE SAN MARCELINO	42142
CIDONES	42145
ABEJAR	42146
BLANCA, LA	42147
CANTALUCIA	42148
NAVALENO	42149
VINUESA	42150
CANREDONDO DE LA SIERRA	42153
CUERDA DEL POZO, LA (ROYO EL), PANTANO	42154
MOLINOS DE DUERO	42156
COVALEDA	42157
DURUELO DE LA SIERRA	42158
LANGOSTO	42159
AREVALO DE LA SIERRA	42161
AYLLONCILLO	42162
ESPEJO DE TERA	42164
MOLINOS DE RAZON	42165
ALDEHUELA DEL RINCON	42166
CUBO DE LA SIERRA	42167
ALMARZA	42169
AUSEJO DE LA SIERRA	42172
ALDEHUELAS, LAS	42173
FUENTES DE SAN PEDRO, LAS	42174
CASTILLEJO DE SAN PEDRO	42175
ALDEALICES	42180
CERBON	42181
ESPINO, EL	42189
CAMARETAS, LAS, URBANIZACION	42190
ALMARAIL	42191
CUENCA, LA	42192
ABIONCILLO	42193
ALMAZAN	42200
BARCA	42210
CENTENERA DE ANDALUZ	42211
ALMANTIGA	42212
ALCUBILLA DE LAS PEÑAS	42213
FUENTEGELMES	42214
ADRADAS	42216
ALPARRACHE	42218
CAÑAMAQUE	42220
CHERCOLES	42222
BORCHICAYADA	42223
ALENTISQUE	42225
AMBRONA	42230
ARBUJUELO	42240
BELTEJAR	42248
ARCOS DE JALON	42250
JUBERA	42257
AGUAVIVA DE LA VEGA	42258
AGUILAR DE MONTUENGA	42259
SANTA MARIA DE HUERTA	42260
IRUECHA	42269
CAMPARAÑON	42290
BARBOLLA, LA	42291
CASCAJOSA	42294
BURGO DE OSMA, EL	42300
RASA, LA	42310
CARACENA	42311
ENEBRAL, EL	42313
CAÑICERA	42315
AYLAGAS	42317
BARCEBAL	42318
ALCOZAR	42320
CASTILLEJO DE ROBLEDO	42328
BOCIGAS DE PERALES	42329
SAN ESTEBAN DE GORMAZ	42330
MORCUERA	42340
LICERAS	42341
CENEGRO	42342
CARRASCOSA DE ARRIBA	42344
ALDEA DE SAN ESTEBAN	42345
VALDEGRULLA	42350
ALCOBA DE LA TORRE	42351
BERLANGA DE DUERO	42360
AGUILERA	42366
BORDECOREX	42367
ABANCO	42368
ALCUBILLA DEL MARQUES	42391
Tarragona	43001
Tarragona	43002
Tarragona	43003
Tarragona	43004
Tarragona	43005
Tarragona	43006
Tarragona	43007
Tarragona	43008
Tarragona	43070
Tarragona	43071
Tarragona	43080
BONAVISTA	43100
CANONJA, LA	43110
BASAL	43120
SANT SALVADOR, URBANITZACIO	43130
POBLA DE MAFUMET, LA	43140
VILALLONGA DEL CAMP	43141
ROURELL, EL	43142
MASO, LA	43143
VALLMOLL	43144
MEDOL, EL, URBANITZACIO	43150
PALLARESOS, ELS	43151
PERAFORT	43152
GARIDELLS, ELS	43153
GUNYOLES, LES	43154
PUIGDELFI	43155
PAPIOLA, LA	43178
Reus	43200
Reus	43201
Reus	43202
Reus	43203
Reus	43204
Reus	43205
Reus	43206
MONT-ROIG DEL CAMP	43300
COLLDEJOU	43310
VILANOVA D'ESCORNALBOU	43311
ARBOCET, L'	43312
LLABERIA	43320
SANTA MARINA, URBANITZACIO	43321
RIUDOMS	43330
MONTBRIO DEL CAMP	43340
BORGES DEL CAMP, LES	43350
ALBARCA	43360
MORERA DE MONTSANT, LA	43361
SIURANA	43362
ULLDEMOLINS	43363
AIXABIGA, L'	43364
ALFORJA	43365
PALMA D'EBRE, LA	43370
MARGALEF	43371
BISBAL DE FALSET, LA	43372
CABACES	43373
VILELLA BAIXA, LA	43374
VILELLA ALTA, LA	43375
POBOLEDA	43376
ESCALADEI	43379
VILAPLANA	43380
ALEIXAR L'	43381
MASPUJOLS	43382
IRLES, LES	43390
VINYOLS I ELS ARCS	43391
CASTELLVELL DEL CAMP	43392
ALMOSTER	43393
MONTBLANC	43400
